transaction_id,transaction_date,customer_id,department,product_sku,product_name,quantity,unit_price,discount_pct,total_cost,payment_method,sales_channel,register_id
275877,05/13/2022,38789,Sports,SP-506,"Foam Roller",1,13.99,0.3,9.79,"Credit Card",In-Store,REG-16
276135,12-Jul-2024,45047,Toys,TY-203,"Nerf Gun",2,23.74,0.05,45.11,"Credit Card",Online,REG-20
276139,06/23/2024,26076,Furniture,FU-304,"Storage Ottoman",2,38.49,0.3,53.89,"Credit Card",Online,
276287,21-Aug-2024,80343,Furniture,FU-203,"Desk Lamp",3,22.39,0.2,53.74,"Gift Card",In-Store,REG-16
276962,09-12-2023,50102,Automotive,AU-304,"Car Phone Mount",2,13.49,0.1,24.28,Cash,In-Store,REG-19
277106,2024-06-08,27332,Beauty,BE-506,"Razor 4pk",1,11.99,,11.99,"Gift Card",Online,REG-17
277171,07/03/2023,35574,Electronics,EL-606,"Smart Speaker",5,62.99,0.3,220.46,"Debit Card",Online,REG-3
277366,11-Mar-2022,26845,Clothing,CL-607,"Dress Socks 6pk",5,7.49,0.25,28.09,"Mobile Pay",In-Store,REG-5
277393,06-24-2022,70616,Furniture,FU-405,"TV Stand",1,107.99,0.1,97.19,Cash,"Curbside Pickup",REG-11
277461,14-Oct-2024,18029,Sports,SP-405,"Jump Rope",1,8.99,,8.99,"Credit Card",In-Store,REG-5
277641,06/08/2023,41247,Furniture,FU-001,"Folding Chair",5,26.24,,131.2,"Credit Card",In-Store,REG-6
277762,27-Jan-2022,47679,Toys,TY-102,"Barbie Doll",4,14.99,,59.96,"Credit Card",In-Store,REG-12
277954,2022-04-13,15753,Furniture,FU-304,"Storage Ottoman",1,41.24,0.25,30.93,"Credit Card",In-Store,REG-3
278417,08/21/2022,21276,"Home & Garden",HG-607,"Laundry Detergent",4,10.12,0.25,30.36,"Debit Card","Curbside Pickup",REG-13
278591,2024-08-06,93763,Automotive,AU-001,"Motor Oil 5qt",3,18.74,0.25,42.16,EBT,In-Store,REG-14
278612,11/06/2023,51855,Toys,TY-001,"LEGO City Set",1,39.99,0.2,31.99,"Credit Card",In-Store,REG-8
278819,12-11-2022,24803,Electronics,EL-201,"iPhone Case",2,18.99,0.05,36.08,"Credit Card",In-Store,REG-18
278844,01-17-2023,60908,Grocery,GR-007,"Pasta 1lb",4,1.52,0.15,5.17,"Credit Card",In-Store,REG-20
279022,2023-06-07,76402,Furniture,FU-405,"TV Stand",2,113.99,0.05,216.58,"Debit Card",In-Store,REG-16
279243,10-22-2022,30868,Electronics,EL-606,"Smart Speaker",3,89.99,,269.97,"Credit Card",In-Store,REG-5
279389,2022-11-29,77075,Grocery,GR-003,"Chicken Breast 3lb",2,11.99,,23.98,"Credit Card",In-Store,REG-12
279451,07/01/2023,45382,Sports,SP-102,"Dumbbells 20lb pair",2,44.99,,89.98,"Debit Card",In-Store,REG-15
281485,22-Jul-2023,,"Home & Garden",HG-203,"Scented Candle",1,9.09,0.3,6.36,"Mobile Pay",In-Store,REG-10
281554,15-Aug-2024,,Toys,TY-506,"RC Car",5,39.99,,199.95,"Debit Card",In-Store,REG-9
281611,02-Dec-2023,32910,Toys,TY-304,"Board Game",2,26.99,0.1,48.58,"Debit Card",In-Store,REG-12
281723,06/23/2024,98811,Grocery,GR-010,"Eggs 12ct",2,2.44,0.3,3.42,Check,In-Store,REG-7
281883,08-07-2022,,"Home & Garden",HG-304,"Picture Frame 8x10",1,7.19,0.1,6.47,"Credit Card",In-Store,REG-2
282310,05/12/2023,29744,Automotive,AU-304,"Car Phone Mount",3,14.99,,44.97,"Debit Card",In-Store,
282352,09-08-2024,85355,Beauty,BE-102,"Face Moisturizer",4,14.24,0.05,54.11,"Debit Card",In-Store,REG-4
282480,11-May-2024,10053,Automotive,AU-102,"Car Air Freshener",3,2.79,0.2,6.7,"Debit Card",In-Store,REG-3
282525,02/07/2024,,Electronics,EL-606,"Smart Speaker",1,80.99,0.1,72.89,"Credit Card",In-Store,REG-12
282976,12/26/2022,86426,Toys,TY-102,"Barbie Doll",3,14.99,,44.97,"Debit Card",In-Store,REG-8
283021,01/30/2023,64874,Beauty,BE-102,"Face Moisturizer",5,11.99,0.2,47.96,"Debit Card",In-Store,REG-16
283187,10-20-2023,25420,Sports,SP-304,"Resistance Bands",1,12.99,,12.99,Cash,In-Store,REG-14
283392,22-Mar-2023,93213,Electronics,TV-001,"4K Smart TV 55""",3,499.99,,1499.97,"Debit Card",In-Store,REG-17
283581,2024-08-10,88811,Toys,TY-203,"Nerf Gun",1,19.99,0.2,15.99,"Credit Card",In-Store,REG-13
283720,05/29/2022,84419,Sports,SP-405,"Jump Rope",4,6.29,0.3,17.61,"Debit Card",In-Store,REG-3
284183,11-Dec-2024,39722,Sports,SP-506,"Foam Roller",4,19.99,,79.96,"Mobile Pay","Curbside Pickup",REG-10
284514,11-16-2022,25132,Clothing,CL-001,"Men's Jeans",2,27.99,0.2,44.78,"Credit Card","Curbside Pickup",REG-11
284742,05-27-2022,68742,Furniture,FU-102,"Bookshelf 5-Tier",1,67.49,0.25,50.62,"Credit Card",In-Store,REG-18
284753,2022-01-16,82081,Clothing,CL-607,"Dress Socks 6pk",5,9.49,0.05,45.08,"Credit Card",Online,REG-6
284855,2022-01-16,37534,Grocery,GR-011,"Butter 1lb",1,4.99,,4.99,EBT,"Curbside Pickup",REG-14
285018,07/13/2024,21042,Automotive,AU-102,"Car Air Freshener",2,2.79,0.2,4.46,EBT,In-Store,REG-10
285045,03/28/2024,25361,Furniture,FU-102,"Bookshelf 5-Tier",1,76.49,0.15,65.02,"Debit Card",Online,REG-18
285289,2024-01-13,35726,Electronics,EL-201,"iPhone Case",2,19.99,,39.98,"Debit Card",In-Store,REG-18
285358,11-29-2022,12947,Automotive,AU-102,"Car Air Freshener",1,2.79,0.2,2.23,"Credit Card",Online,REG-12
285771,10-06-2022,44363,Sports,SP-405,"Jump Rope",1,7.19,0.2,5.75,Cash,Online,REG-20
285825,13-May-2023,54364,"Home & Garden",HG-607,"Laundry Detergent",4,13.49,,53.96,"Debit Card","Curbside Pickup",REG-1
286173,11/21/2023,51979,Sports,SP-001,"Yoga Mat",5,16.09,0.3,56.32,"Credit Card",Online,REG-17
286260,2024-09-03,91955,Automotive,AU-102,"Car Air Freshener",1,3.49,,3.49,"Debit Card",In-Store,REG-12
286638,2024-06-20,57728,"Home & Garden",HG-405,"Storage Bins 3pk",1,14.44,0.15,12.27,"Credit Card",Online,REG-13
286651,08-29-2023,90705,BEAUTY,BE-203,Mascara,3,6.29,0.3,13.21,"Debit Card",In-Store,REG-10
286717,06-23-2022,65737,Sports,SP-001,"Yoga Mat",2,22.99,,45.98,"Credit Card",In-Store,REG-11
287215,06/11/2022,11956,Furniture,FU-001,"Folding Chair",2,31.49,0.1,56.68,"Debit Card","Curbside Pickup",REG-3
287343,2022-10-26,56620,Automotive,AU-304,"Car Phone Mount",3,13.49,0.1,36.42,"Credit Card",Online,REG-18
287409,12-10-2024,23887,Automotive,AU-001,"Motor Oil 5qt",4,24.99,,99.96,Cash,In-Store,REG-4
287820,11/04/2023,22702,Sports,SP-405,"Jump Rope",2,6.74,0.25,10.11,"Debit Card",In-Store,REG-13
288273,05-05-2022,38404,SPORTS,SP-102,"Dumbbells 20lb pair",2,44.99,,89.98,"Credit Card","Curbside Pickup",REG-13
288641,11-17-2022,56732,Toys,TY-405,"Play-Doh 10pk",4,11.99,,47.96,"Debit Card",Online,REG-11
288709,03/25/2023,54693,Sports,SP-405,"Jump Rope",4,8.09,0.1,29.12,Check,"Curbside Pickup",REG-5
288777,05/24/2023,48155,Toys,TY-102,"Barbie Doll",1,11.24,0.25,8.43,"Mobile Pay",In-Store,REG-3
288856,03-03-2024,32590,Automotive,AU-304,"Car Phone Mount",2,14.99,,29.98,Cash,In-Store,REG-6
289051,2024-05-15,63951,Sports,SP-506,"Foam Roller",1,16.99,0.15,14.44,"Credit Card",Online,REG-12
289096,07-Mar-2022,15930,Automotive,AU-102,"Car Air Freshener",3,2.62,0.25,5.9,Cash,In-Store,REG-12
289350,12-14-2023,,Pharmacy,PH-304,"Bandage Assortment",1,4.79,0.2,3.83,"Credit Card",In-Store,REG-20
289430,07/11/2022,83825,Grocery,GR-002,"White Bread",4,2.84,0.05,10.79,EBT,Online,REG-4
289631,06-09-2024,77859,Electronics,EL-606,"Smart Speaker",1,89.99,,89.99,"Debit Card",In-Store,REG-7
289880,24-Mar-2024,28601,GROCERY,GR-002,"White Bread",1,2.99,,2.99,Cash,In-Store,REG-15
289931,2022-04-25,14764,Pharmacy,PH-001,"Ibuprofen 200ct",2,9.99,,19.98,"Credit Card",Online,REG-4
290000,06/18/2022,91824,Electronics,EL-606,"Smart Speaker",4,85.49,0.05,324.86,Cash,In-Store,REG-8
290177,01/02/2024,79622,Pharmacy,PH-102,"Vitamin D 100ct",1,9.74,0.25,7.3,"Credit Card",In-Store,REG-12
290411,12-14-2024,39803,Grocery,GR-012,"Cereal 18oz",2,4.29,,8.58,"Credit Card",In-Store,REG-8
290458,2023-03-17,51513,PHARMACY,PH-405,"Hand Sanitizer 8oz",3,2.99,0.25,6.73,Cash,In-Store,REG-16
290608,13-May-2022,43455,Furniture,FU-405,"TV Stand",1,107.99,0.1,97.19,"Debit Card",Online,REG-15
290666,01/13/2024,98049,Grocery,GR-001,"Organic Whole Milk 1gal",2,4.12,0.25,6.18,"Debit Card",In-Store,REG-3
290755,17-Jul-2022,29531,Sports,SP-506,"Foam Roller",3,14.99,0.25,33.73,"Credit Card",In-Store,REG-13
290885,2024-06-17,56548,Grocery,GR-010,"Eggs 12ct",4,2.62,0.25,7.86,"Debit Card",In-Store,REG-19
290961,13-Sep-2023,42505,Furniture,FU-405,"TV Stand",2,119.99,,239.98,Cash,In-Store,REG-15
291251,2024-03-22,33711,Automotive,AU-304,"Car Phone Mount",1,14.99,,14.99,"Debit Card",Online,REG-10
291657,02/09/2022,47568,Electronics,EL-707,"Tablet 10""",1,329.99,,329.99,"Credit Card",In-Store,REG-3
291677,26-Jul-2024,13873,Sports,SP-405,"Jump Rope",2,8.99,,17.98,Check,In-Store,REG-11
292111,07/01/2023,53537,Toys,TY-203,"Nerf Gun",2,18.74,0.25,28.11,"Credit Card",In-Store,REG-1
292329,2022-02-12,14947,Grocery,GR-008,"Canned Tomatoes",2,1.23,0.05,2.34,"Credit Card",In-Store,REG-17
292478,10-20-2023,22519,Furniture,FU-001,"Folding Chair",3,34.99,,104.97,Cash,In-Store,REG-1
292577,2022-12-12,89905,Beauty,BE-203,Mascara,1,8.99,,8.99,"Debit Card",In-Store,REG-2
292737,17-Nov-2022,64642,Pharmacy,PH-304,"Bandage Assortment",5,5.99,,29.95,"Debit Card",In-Store,REG-20
292799,05/31/2024,,FURNITURE,FU-001,"Folding Chair",2,31.49,0.1,56.68,"Debit Card",In-Store,REG-11
293010,28-Jan-2023,94556,Pharmacy,PH-203,"Allergy Relief 30ct",5,14.24,0.05,67.64,"Credit Card",In-Store,REG-9
293196,11/22/2022,21809,Sports,SP-304,"Resistance Bands",5,12.99,,64.95,"Gift Card",In-Store,REG-2
293461,29-May-2022,47722,Pharmacy,PH-001,"Ibuprofen 200ct",2,7.49,0.25,11.24,"Credit Card",In-Store,REG-16
293461,10/28/2023,64702,Furniture,FU-405,"TV Stand",5,119.99,,599.95,"Debit Card","Curbside Pickup",REG-9
293898,01/12/2022,68995,Furniture,FU-102,"Bookshelf 5-Tier",5,89.99,,449.95,"Credit Card",In-Store,REG-11
294542,20-Jul-2022,86347,Pharmacy,PH-203,"Allergy Relief 30ct",1,13.49,0.1,12.14,"Mobile Pay",In-Store,REG-5
294672,2022-11-18,92220,Clothing,CL-506,"Yoga Pants",5,20.99,0.25,78.71,"Debit Card",In-Store,REG-12
294726,2022-04-02,36687,Grocery,GR-009,"Frozen Pizza",1,7.59,0.05,7.21,"Credit Card",Online,REG-2
295214,2023-08-29,92169,Sports,SP-203,"Water Bottle 32oz",2,16.14,,32.28,"Debit Card",In-Store,REG-2
295247,01-Jan-2023,34926,Furniture,FU-001,"Folding Chair",2,27.99,0.2,44.78,Cash,In-Store,REG-4
295319,2022-09-27,42190,Beauty,BE-001,"Shampoo 16oz",1,5.59,0.2,4.47,"Credit Card",In-Store,
295417,2022-07-04,,Furniture,FU-304,"Storage Ottoman",1,38.49,0.3,26.94,"Credit Card",Online,REG-1
295471,04-May-2023,90728,Sports,SP-304,"Resistance Bands",1,12.99,,12.99,"Debit Card",In-Store,REG-15
295545,12/27/2022,42260,Grocery,GR-009,"Frozen Pizza",2,7.99,,15.98,"Debit Card",In-Store,REG-10
295624,2022-03-20,98955,Clothing,CL-203,"Kids Hoodie",2,18.39,0.2,29.42,"Debit Card",In-Store,REG-20
295722,10-20-2022,76706,Beauty,BE-304,"Lip Balm 3pk",3,3.99,0.2,9.58,"Debit Card",In-Store,REG-16
295789,12/07/2022,,Furniture,FU-001,"Folding Chair",2,27.99,0.2,44.78,EBT,In-Store,REG-16
295818,29-Jul-2024,58858,Beauty,BE-203,Mascara,2,8.99,,17.98,"Mobile Pay",In-Store,REG-4
295949,2022-06-03,31549,Clothing,CL-001,"Men's Jeans",1,33.24,0.05,31.58,Cash,In-Store,REG-2
296190,2023-11-03,99421,Beauty,BE-304,"Lip Balm 3pk",3,4.99,,14.97,"Debit Card",Online,REG-19
296308,05/16/2024,45945,Grocery,GR-005,"Orange Juice 64oz",1,4.49,,4.49,"Gift Card","Curbside Pickup",REG-10
296316,12-05-2022,73967,Beauty,BE-304,"Lip Balm 3pk",3,3.49,0.3,7.33,"Debit Card",Online,REG-1
296955,2024-03-28,74084,Beauty,BE-203,Mascara,1,8.99,,8.99,EBT,Online,REG-17
296998,10-03-2023,26856,Furniture,FU-001,"Folding Chair",4,34.99,,139.96,"Credit Card",Online,REG-7
297205,2022-02-19,,Pharmacy,PH-102,"Vitamin D 100ct",5,11.69,0.1,52.6,"Credit Card",In-Store,REG-12
297328,02-Apr-2022,82382,Pharmacy,PH-304,"Bandage Assortment",1,5.99,,5.99,"Debit Card",Online,REG-2
297578,12/15/2023,24204,"Home & Garden",HG-203,"Scented Candle",1,11.04,0.15,9.38,"Debit Card",In-Store,REG-3
297597,08/19/2024,17251,Toys,TY-304,"Board Game",5,29.99,,149.95,"Gift Card",In-Store,REG-6
297687,10-17-2023,82437,Automotive,AU-001,"Motor Oil 5qt",1,18.74,0.25,14.06,Cash,In-Store,REG-17
297731,04/19/2023,31400,Beauty,BE-203,Mascara,2,8.99,,17.98,"Debit Card",In-Store,REG-5
297769,01-19-2023,59486,Furniture,FU-304,"Storage Ottoman",2,54.99,,109.98,"Credit Card",In-Store,REG-9
298427,02-Apr-2023,25844,Electronics,TV-001,"4K Smart TV 55""",3,499.99,,1499.97,"Mobile Pay",In-Store,REG-20
298454,10-06-2022,,Pharmacy,PH-102,"Vitamin D 100ct",2,12.99,,25.98,"Credit Card",Online,REG-2
298652,02/23/2024,74699,Clothing,CL-001,"Men's Jeans",1,27.99,0.2,22.39,"Debit Card",In-Store,REG-8
298791,2024-03-09,61921,Clothing,CL-304,"Running Shoes",1,45.49,0.3,31.84,Cash,Online,REG-20
298933,24-May-2024,28071,Clothing,CL-506,"Yoga Pants",1,20.99,0.25,15.74,"Debit Card",In-Store,REG-2
299008,2022-12-12,83463,Pharmacy,PH-203,"Allergy Relief 30ct",1,12.74,0.15,10.83,Cash,"Curbside Pickup",REG-10
299162,02-Dec-2022,66003,Clothing,CL-304,"Running Shoes",1,61.74,0.05,58.65,"Debit Card",Online,REG-17
299368,2022-08-19,96117,Toys,TY-102,"Barbie Doll",5,14.99,,74.95,Cash,In-Store,REG-8
299403,2022-12-23,44578,"Home & Garden",HG-203,"Scented Candle",1,11.69,0.1,10.52,"Credit Card",In-Store,REG-5
299407,01/17/2024,90119,Sports,SP-304,"Resistance Bands",3,12.99,,38.97,"Debit Card",In-Store,REG-14
299545,04-18-2022,68835,Beauty,BE-001,"Shampoo 16oz",5,4.89,0.3,17.11,"Credit Card",In-Store,REG-14
299768,22-Aug-2024,19870,"Home & Garden",HG-506,"Throw Pillow",1,14.99,0.25,11.24,Cash,In-Store,REG-6
300068,2023-02-15,26472,Beauty,BE-203,Mascara,1,7.19,0.2,5.75,EBT,Online,REG-19
300369,2024-07-01,92871,Electronics,EL-303,"USB-C Hub",1,34.99,,34.99,Cash,Online,REG-12
300533,27-Dec-2022,95106,Toys,TY-304,"Board Game",2,23.99,0.2,38.38,"Mobile Pay",Online,REG-17
300614,08-08-2023,93079,Clothing,CL-001,"Men's Jeans",1,27.99,0.2,22.39,"Gift Card",In-Store,REG-15
300651,07-Feb-2023,86126,Automotive,AU-405,"Jumper Cables",1,26.99,0.1,24.29,EBT,In-Store,REG-4
300676,10/06/2022,38252,Toys,TY-203,"Nerf Gun",2,21.24,0.15,36.11,"Debit Card",In-Store,REG-20
300852,29-Jan-2022,10567,Clothing,CL-102,"Women's T-Shirt",1,9.09,0.3,6.36,Cash,In-Store,REG-11
301046,10/20/2023,13549,"Home & Garden",HG-405,"Storage Bins 3pk",1,11.89,0.3,8.32,"Debit Card",In-Store,REG-10
301165,01-27-2023,44591,Sports,SP-102,"Dumbbells 20lb pair",5,38.24,0.15,162.52,"Debit Card",In-Store,REG-8
301369,2023-11-21,87019,Automotive,AU-203,"Windshield Washer Fluid",1,4.99,,4.99,"Credit Card",In-Store,REG-13
301882,2022-09-06,27014,"Home & Garden",HG-304,"Picture Frame 8x10",5,7.59,0.05,36.05,"Credit Card",Online,REG-8
301897,19-Jul-2022,33513,Automotive,AU-102,"Car Air Freshener",3,3.49,,10.47,Cash,In-Store,REG-3
301983,02-20-2022,31218,Pharmacy,PH-102,"Vitamin D 100ct",2,9.09,0.3,12.73,"Debit Card",Online,REG-8
302332,2024-12-24,64076,Grocery,GR-007,"Pasta 1lb",1,1.43,0.2,1.14,Cash,In-Store,REG-8
302365,01/18/2022,46848,Sports,SP-304,"Resistance Bands",2,12.99,,25.98,"Credit Card",In-Store,REG-9
302375,2024-10-15,77078,Furniture,FU-001,"Folding Chair",1,34.99,,34.99,"Credit Card",In-Store,REG-18
302576,11/20/2024,62635,Clothing,CL-203,"Kids Hoodie",1,19.54,0.15,16.61,"Credit Card","Curbside Pickup",REG-2
302641,28-Jan-2022,54279,Pharmacy,PH-203,"Allergy Relief 30ct",1,11.99,0.2,9.59,"Debit Card",In-Store,REG-6
302717,06/25/2023,86459,Beauty,BE-001,"Shampoo 16oz",2,4.89,0.3,6.85,Cash,Online,REG-13
302789,2023-10-12,10040,Furniture,FU-102,"Bookshelf 5-Tier",1,71.99,0.2,57.59,"Debit Card",In-Store,REG-4
302805,2023-03-06,75226,"HOME & GARDEN",HG-001,"Potting Soil 20qt",1,8.99,,8.99,"Gift Card",Online,REG-11
302838,2024-01-28,27099,Automotive,AU-001,"Motor Oil 5qt",1,24.99,,24.99,Cash,"Curbside Pickup",REG-8
302906,06-15-2023,39064,Electronics,EL-404,"Laptop Stand",4,49.99,,199.96,"Credit Card",Online,REG-9
303024,2023-09-12,90185,Sports,SP-405,"Jump Rope",3,8.54,0.05,24.34,"Gift Card",In-Store,REG-9
303084,08-01-2024,10331,Beauty,BE-304,"Lip Balm 3pk",5,4.49,0.1,20.21,"Debit Card",Online,REG-18
303285,03-04-2023,48379,"Home & Garden",HG-001,"Potting Soil 20qt",4,8.54,0.05,32.45,"Debit Card",In-Store,REG-4
304011,25-Apr-2022,58049,Clothing,CL-607,"Dress Socks 6pk",3,7.99,0.2,19.18,"Gift Card",Online,REG-15
304223,2024-12-18,70574,Toys,TY-001,"LEGO City Set",2,34.99,0.3,48.99,Check,In-Store,REG-19
304252,20-Oct-2024,56475,ELECTRONICS,EL-707,"Tablet 10""",3,280.49,0.15,715.25,"Debit Card",In-Store,REG-1
304335,22-Feb-2024,70332,"Home & Garden",HG-203,"Scented Candle",1,12.99,,12.99,"Credit Card",In-Store,REG-12
304495,2024-02-15,50967,Furniture,FU-304,"Storage Ottoman",1,46.74,0.15,39.73,Cash,Online,REG-5
304645,06-16-2022,,SPORTS,SP-102,"Dumbbells 20lb pair",2,31.49,0.3,44.09,"Debit Card",In-Store,REG-20
304705,2024-07-13,90007,Toys,TY-304,"Board Game",2,29.99,,59.98,"Debit Card",Online,REG-3
304867,10-14-2022,14123,Automotive,AU-203,"Windshield Washer Fluid",3,3.74,0.25,8.42,"Debit Card",In-Store,REG-17
304898,08-26-2022,95408,Grocery,GR-010,"Eggs 12ct",1,3.49,,3.49,"Mobile Pay",In-Store,REG-9
305112,09/06/2023,,Toys,TY-102,"Barbie Doll",3,12.74,0.15,32.49,"Debit Card",Online,REG-18
305246,2024-06-01,89157,"Home & Garden",HG-405,"Storage Bins 3pk",2,16.99,,33.98,"Debit Card","Curbside Pickup",REG-5
305460,05-Dec-2024,93777,Electronics,EL-303,"USB-C Hub",1,29.74,0.15,25.28,EBT,In-Store,REG-10
305472,10-06-2023,13204,Pharmacy,PH-001,"Ibuprofen 200ct",1,9.49,0.05,9.02,"Debit Card",In-Store,REG-20
305505,2023-12-30,21528,Clothing,CL-304,"Running Shoes",3,51.99,0.2,124.78,"Debit Card",Online,REG-11
305772,06/14/2022,79959,Toys,TY-203,"Nerf Gun",1,24.99,,24.99,"Credit Card",In-Store,REG-4
305820,2022-11-23,47067,Electronics,EL-303,"USB-C Hub",1,27.99,0.2,22.39,"Credit Card",In-Store,REG-16
305834,12-23-2022,51414,Automotive,AU-001,"Motor Oil 5qt",2,18.74,0.25,28.11,"Debit Card",Online,REG-16
306480,2022-03-10,53616,Automotive,AU-001,"Motor Oil 5qt",1,17.49,0.3,12.24,"Mobile Pay",In-Store,REG-8
306638,11-Nov-2024,76878,Electronics,EL-303,"USB-C Hub",1,34.99,,34.99,"Debit Card",In-Store,REG-2
306861,12-06-2022,43951,Beauty,BE-203,Mascara,1,6.29,0.3,4.4,"Credit Card",In-Store,REG-6
306930,2022-10-30,24834,Grocery,GR-003,"Chicken Breast 3lb",2,8.99,0.25,13.48,EBT,"Curbside Pickup",REG-6
307388,08-09-2022,26847,Furniture,FU-304,"Storage Ottoman",2,49.49,0.1,89.08,"Credit Card",In-Store,REG-11
307467,04/21/2023,46653,Toys,TY-405,"Play-Doh 10pk",5,9.59,0.2,38.36,"Credit Card",In-Store,REG-18
307622,10-17-2024,89270,Grocery,GR-009,"Frozen Pizza",1,7.19,0.1,6.47,"Mobile Pay",In-Store,REG-8
307639,02/07/2024,84329,Beauty,BE-102,"Face Moisturizer",3,14.99,,44.97,"Credit Card",In-Store,
307830,27-Aug-2023,52013,Clothing,CL-102,"Women's T-Shirt",2,12.99,,25.98,"Debit Card",Online,
307873,09-21-2023,31808,Beauty,BE-001,"Shampoo 16oz",5,5.59,0.2,22.36,"Debit Card",In-Store,REG-8
307879,07-30-2024,90802,Automotive,AU-001,"Motor Oil 5qt",4,23.74,0.05,90.21,"Debit Card","Curbside Pickup",
307963,2024-02-08,23356,Toys,TY-405,"Play-Doh 10pk",5,9.59,0.2,38.36,"Debit Card",Online,REG-15
308043,2024-02-16,66948,Furniture,FU-001,"Folding Chair",2,29.74,0.15,50.56,Cash,Online,REG-18
308141,14-Feb-2024,94668,Toys,TY-304,"Board Game",1,25.49,0.15,21.67,"Debit Card",In-Store,REG-8
308142,2022-09-19,87761,Sports,SP-304,"Resistance Bands",3,10.39,0.2,24.94,Cash,In-Store,REG-1
308254,2023-12-06,61078,Clothing,CL-001,"Men's Jeans",2,27.99,0.2,44.78,Cash,In-Store,REG-11
308329,2022-08-23,28977,Clothing,CL-001,"Men's Jeans",1,29.74,0.15,25.28,"Mobile Pay","Curbside Pickup",REG-7
308872,2024-06-27,43025,Beauty,BE-203,Mascara,4,6.74,0.25,20.22,"Credit Card",In-Store,REG-13
308990,2023-10-31,37910,"Home & Garden",HG-001,"Potting Soil 20qt",2,8.09,0.1,14.56,"Mobile Pay",In-Store,REG-14
309641,03/15/2023,24677,"Home & Garden",HG-607,"Laundry Detergent",1,13.49,,13.49,"Credit Card",Online,REG-9
309699,2022-06-30,26296,Electronics,EL-808,"Gaming Controller",3,59.99,,179.97,"Credit Card",Online,REG-18
309785,15-Jan-2024,42358,Clothing,CL-607,"Dress Socks 6pk",2,7.99,0.2,12.78,Cash,In-Store,REG-5
310000,30-Dec-2023,76260,Furniture,FU-304,"Storage Ottoman",2,38.49,0.3,53.89,"Credit Card",In-Store,REG-8
310508,01-14-2024,38557,Furniture,FU-304,"Storage Ottoman",4,54.99,,219.96,"Debit Card",In-Store,REG-3
310938,22-Jul-2024,41353,Grocery,GR-002,"White Bread",1,2.69,0.1,2.42,Check,In-Store,REG-12
311729,05/10/2023,97895,Automotive,AU-203,"Windshield Washer Fluid",3,3.49,0.3,7.33,"Debit Card",Online,REG-8
311808,2024-02-27,20535,Pharmacy,PH-001,"Ibuprofen 200ct",2,8.99,0.1,16.18,"Gift Card","Curbside Pickup",REG-18
311961,01/31/2023,49450,Electronics,EL-808,"Gaming Controller",5,53.99,0.1,242.96,"Mobile Pay",In-Store,REG-11
311970,2023-07-18,33800,Automotive,AU-001,"Motor Oil 5qt",5,21.24,0.15,90.27,"Mobile Pay",In-Store,REG-19
311992,03-17-2023,86324,Pharmacy,PH-203,"Allergy Relief 30ct",4,14.24,0.05,54.11,Cash,Online,REG-2
312754,08-May-2024,15650,Electronics,EL-808,"Gaming Controller",5,44.99,0.25,168.71,EBT,Online,REG-5
312841,04/24/2022,80133,Grocery,GR-007,"Pasta 1lb",1,1.34,0.25,1.01,"Credit Card",In-Store,REG-7
312911,14-Mar-2023,42647,Beauty,BE-506,"Razor 4pk",1,9.59,0.2,7.67,Cash,In-Store,REG-2
312943,06/05/2024,80964,"Home & Garden",HG-102,"Garden Hose 50ft",3,22.49,0.25,50.6,"Credit Card",In-Store,REG-1
313014,2023-08-19,59019,"Home & Garden",HG-506,"Throw Pillow",3,14.99,0.25,33.73,"Debit Card",Online,REG-3
313033,03-26-2022,69737,Sports,SP-405,"Jump Rope",3,7.19,0.2,17.26,"Debit Card",In-Store,REG-1
313051,01/31/2023,13574,Beauty,BE-001,"Shampoo 16oz",2,6.99,,13.98,"Debit Card",In-Store,REG-18
313268,2023-08-26,,Pharmacy,PH-203,"Allergy Relief 30ct",1,14.24,0.05,13.53,"Debit Card",Online,REG-7
313635,12-15-2024,66614,"Home & Garden",HG-102,"Garden Hose 50ft",2,23.99,0.2,38.38,"Debit Card",In-Store,REG-8
313666,2023-05-02,97819,Automotive,AU-102,"Car Air Freshener",5,2.79,0.2,11.16,"Credit Card","Curbside Pickup",REG-13
313705,11-16-2024,10985,Clothing,CL-304,"Running Shoes",2,45.49,0.3,63.69,Cash,Online,REG-14
314276,2024-01-02,52650,Clothing,CL-001,"Men's Jeans",3,31.49,0.1,85.02,Cash,In-Store,REG-2
314418,2022-04-23,92153,Furniture,FU-304,"Storage Ottoman",3,52.24,0.05,148.88,"Mobile Pay","Curbside Pickup",REG-10
314656,05-18-2022,95070,Sports,SP-102,"Dumbbells 20lb pair",3,31.49,0.3,66.13,"Debit Card",In-Store,REG-10
314687,08/02/2024,72760,Toys,TY-203,"Nerf Gun",1,22.49,0.1,20.24,"Debit Card",In-Store,REG-10
314862,27-May-2024,68941,Beauty,BE-304,"Lip Balm 3pk",1,4.99,,4.99,"Credit Card",In-Store,REG-10
314942,2024-07-04,79144,Electronics,EL-707,"Tablet 10""",1,230.99,0.3,161.69,"Debit Card",In-Store,REG-11
315104,2023-07-07,,Beauty,BE-506,"Razor 4pk",3,8.39,0.3,17.62,"Credit Card",Online,REG-3
315146,07/30/2023,82929,Clothing,CL-506,"Yoga Pants",3,27.99,,83.97,"Debit Card",In-Store,REG-20
