transaction_id,transaction_date,store_id,customer_id,employee_id,department,product_sku,product_name,quantity,unit_price,line_total,discount_pct,payment_method,sales_channel,is_return,register_id
TXN-727665,02-Jun-2022,ST-002,CUST-52844,EMP-5432,Home & Garden,HG-304,Picture Frame 8x10,5,6.79,33.95,0.15,Cash,Online,N,REG-7
TXN-541792,22-May-2022,ST-008,CUST-94531,EMP-9644,Clothing,CL-607,Dress Socks 6pk,4,8.49,33.96,0.15,Debit Card,Online,N,REG-6
TXN-485298,07-Jul-2024,ST-012,CUST-97105,EMP-8243,  Beauty,BE-304,Lip Balm 3pk,5,4.99,24.95,,Credit Card,In-Store,N,REG-14
TXN-125355,04-29-2023,ST-009,CUST-53987,EMP-3765,Grocery,GR-007,Pasta 1lb,2,1.61,3.22,0.1,Credit Card,Curbside Pickup,N,REG-18
TXN-664923,06-16-2023,ST-011,CUST-38681,EMP-1055,Electronics,EL-201,iPhone Case,3,19.99,59.97,,Credit Card,In-Store,N,REG-10
TXN-652184,04/05/2024,ST-005,CUST-95664,EMP-7912,Furniture,FU-405,TV Stand,2,101.99,203.98,0.15,Debit Card,In-Store,N,REG-3
TXN-502295,11-May-2023,ST-009,CUST-44369,EMP-3052,Clothing,CL-506,Yoga Pants,3,27.99,83.97,,Debit Card,Online,N,REG-5
TXN-210955,2024-07-06,ST-010,CUST-92608,EMP-8520,Beauty,BE-506,Razor 4pk,1,8.39,8.39,0.3,Debit Card,In-Store,N,REG-6
TXN-104488,2022-11-24,ST-004,CUST-47751,EMP-6756,Automotive,AU-203,Windshield Washer Fluid,3,4.74,14.22,0.05,Debit Card,Online,N,REG-12
TXN-979811,02/14/2022,ST-006,,EMP-3594,Home & Garden,HG-304,Picture Frame 8x10,5,6.79,33.95,0.15,Mobile Pay,In-Store,N,REG-2
TXN-943492,07/16/2024,ST-007,CUST-84676,EMP-5946,Home & Garden,HG-506,Throw Pillow,5,15.99,79.95,0.2,Debit Card,In-Store,N,REG-8
TXN-643623,04-Aug-2024,ST-001,CUST-16764,EMP-9998,Beauty,BE-405,Body Lotion 16oz,1,6.39,6.39,0.2,Debit Card,Online,N,REG-15
TXN-816306,22-Jul-2024,ST-010,,EMP-4329,Grocery,GR-009,Frozen Pizza,1,7.99,7.99,,Credit Card,In-Store,N,REG-14
TXN-422820,2022-10-17,ST-005,CUST-53872,EMP-4880,Automotive,AU-102,Car Air Freshener,4,3.14,12.56,0.1,Credit Card,In-Store,N,REG-18
TXN-255567,04-Apr-2022,ST-012,CUST-61419,,Home & Garden,HG-001,Potting Soil 20qt,1,6.74,6.74,0.25,Cash,Online,N,REG-1
TXN-115330,02-23-2022,ST-001,CUST-74764,EMP-8086,Furniture,FU-102,Bookshelf 5-Tier,1,67.4900,-67.49,0.25,Debit Card,In-Store,Y,REG-8
TXN-964866,12-Mar-2023,ST-008,CUST-20021,EMP-3727,Home & Garden,HG-001,Potting Soil 20qt,2,6.29,-12.58,0.3,Mobile Pay,Online,Y,REG-2
TXN-982562,27-Dec-2022,ST-007,CUST-43608,EMP-1939,Toys,TY-102,Barbie Doll,1,14.99,14.99,,Credit Card,Curbside Pickup,N,REG-4
TXN-633737,13-Jan-2023,ST-001,CUST-18043,EMP-8190,Clothing,CL-304,Running Shoes,2,45.49,90.98,0.3,Credit Card,Curbside Pickup,N,REG-16
TXN-657184,2024-02-18,  ST-011,CUST-42964,EMP-6720,Beauty,BE-203,Mascara,4,8.09,32.36,0.1,Debit Card,In-Store,N,REG-11
TXN-155180,2023-06-04,ST-003,CUST-31201,EMP-4226,Grocery,GR-006,Greek Yogurt 32oz,2,5.66,11.32,0.1,Debit Card,Online,N,REG-4
TXN-244959,2023-01-19,ST-001,CUST-35633,EMP-4897,Sports,SP-506,Foam Roller,1,18.99,18.99,0.05,Debit Card,Online,N,REG-20
TXN-986368,2023-07-31,ST-009,CUST-95774,EMP-7671,Toys,TY-405,Play-Doh 10pk,5,11.99,59.95,,Debit Card,In-Store,N,REG-17
TXN-203429,2022-07-28,ST-006,CUST-52846,EMP-4103,Clothing,CL-405,Winter Jacket,2,80.99,161.98,0.1,Cash,Online,N,REG-3
TXN-891600,12-Dec-2022,ST-001,CUST-92622,EMP-5344,Home & Garden,HG-304,Picture Frame 8x10,1,6.79,6.79,0.15,Credit Card,Online,N,REG-14
TXN-421451,11-Jul-2024,ST-001,CUST-22772,EMP-7085,Toys,TY-203,Nerf Gun,5,19.99,99.95,0.2,Debit Card,Curbside Pickup,N,REG-6
TXN-194552,12/16/2022,ST-011,CUST-65284,EMP-4679,Automotive,AU-405,Jumper Cables,1,20.99,20.99,0.3,EBT,In-Store,N,REG-5
TXN-724873,04-22-2022,ST-005,CUST-88817,EMP-8838,Electronics,EL-102,Bluetooth Headphones,1,67.99,67.99,0.15,Debit Card,In-Store,N,REG-10
TXN-163526,03-23-2022,st-002,CUST-70182,EMP-5168,Toys,TY-102,Barbie Doll,2,14.99,29.98,,Cash,Online,N,REG-12
TXN-780765,18-Sep-2022,ST-007,CUST-50181,EMP-2290,Clothing,CL-001,Men's Jeans,3,$33.24,99.72,0.05,Credit Card,Online,N,REG-11
TXN-802957,07/23/2024,ST-007,CUST-67509,EMP-8755,Clothing,CL-708,Baseball Cap,2,13.49,26.98,,Debit Card,In-Store,N,REG-3
TXN-435362,20-Jun-2024,ST-007,CUST-50069,EMP-8823,Beauty,BE-001,Shampoo 16oz,3,6.29,18.87,0.1,EBT,In-Store,N,REG-19
TXN-147116,21-Dec-2022,ST-006,CUST-66659,EMP-5355,Sports,SP-405,Jump Rope,1,6.74,6.74,0.25,Credit Card,In-Store,N,REG-13
TXN-737614,06/18/2024,ST-008,CUST-60560,EMP-7180,Grocery,GR-008,Canned Tomatoes,1,0.97,0.97,0.25,Cash,In-Store,N,REG-14
TXN-674686,2024-01-22,st-010,CUST-31582,EMP-6943,Electronics,EL-303,USB-C Hub,3,34.99,104.97,,Debit Card,In-Store,N,REG-5
TXN-322436,12-Jun-2022,ST-010,CUST-21803,EMP-7634,Pharmacy,PH-405,Hand Sanitizer 8oz,4,3.99,15.96,,Debit Card,In-Store,N,REG-12
TXN-337721,05/20/2023,ST-003,CUST-45194,EMP-7127,Beauty,BE-405,Body Lotion 16oz,2,7.99,15.98,,Cash,Online,N,REG-11
TXN-216382,2023-03-17,ST-008,CUST-28427,EMP-6805,Electronics,TV-001,"4K Smart TV 55""",5,499.99,2499.95,,Credit Card,In-Store,N,REG-9
TXN-771096,12/03/2023,ST-009,CUST-50682,EMP-2136,Clothing,CL-708,Baseball Cap,5,11.99,59.95,0.2,Cash,In-Store,N,REG-20
TXN-874118,06-13-2023,  ST-011,CUST-23357,EMP-5807,Pharmacy,PH-102,Vitamin D 100ct,2,12.99,25.98,,Debit Card,In-Store,N,REG-5
TXN-265978,03-05-2023,ST-010,CUST-55910,EMP-6695,  Furniture,FU-203,Desk Lamp,1,19.59,19.59,0.3,Gift Card,In-Store,N,REG-10
TXN-894981,07-27-2022,ST-005,CUST-80612,EMP-8514,Home & Garden,HG-304,Picture Frame 8x10,1,7.99,7.99,,Debit Card,In-Store,N,REG-16
  TXN-739206,09-17-2022,ST-003,,EMP-7221,Home & Garden,HG-607,Laundry Detergent,1,10.12,10.12,0.25,Credit Card,Online,N,REG-1
TXN-657499,02/09/2022,ST-011,CUST-90928,EMP-2738,Toys,TY-102,Barbie Doll,1,14.99,14.99,,Cash,In-Store,N,
TXN-545670,09-15-2024,ST-012,CUST-90414,EMP-3201,  Home & Garden,HG-506,Throw Pillow,1,14.99,14.99,0.25,Cash,In-Store,N,REG-13
TXN-731394,06/23/2023,ST-002,CUST-95394,EMP-8955,Beauty,BE-506,Razor 4pk,3,10.79,32.37,0.1,Credit Card,Curbside Pickup,N,REG-8
TXN-730476,25-Apr-2023,ST-005,,,Grocery,GR-011,Butter 1lb,1,3.74,3.74,0.25,Mobile Pay,Curbside Pickup,N,REG-13
TXN-544283,24-Jun-2022,ST-005,CUST-83890,EMP-9473,Pharmacy,PH-203,Allergy Relief 30ct,5,11.99,59.95,0.2,Credit Card,In-Store,N,REG-13
TXN-714407,10/25/2022,ST-010,CUST-83659,EMP-3557,Furniture,FU-405,TV Stand,1,101.99,101.99,0.15,Gift Card,In-Store,N,REG-11
TXN-364991,05-May-2024,ST-010,CUST-13072,,Pharmacy,PH-001,Ibuprofen 200ct,1,9.99,9.99,,Debit Card,In-Store,N,REG-1
TXN-890228,01-30-2022,ST-008,CUST-43128,EMP-7734,Beauty,BE-001,Shampoo 16oz,1,6.29,6.29,0.1,Debit Card,Curbside Pickup,N,
TXN-419891,08/16/2022,ST-007,CUST-32460,EMP-8106,Electronics,EL-201,iPhone Case,5,16.99,84.95,0.15,Debit Card,In-Store,N,REG-18
TXN-596017,08/04/2022,ST-003,CUST-26015,EMP-2115,Grocery,GR-005,Orange Juice 64oz,1,4.49,4.49,,Debit Card,Curbside Pickup,N,REG-14
TXN-663200,20-Oct-2023,ST-012,CUST-64317,EMP-5309,Home & Garden,HG-203,Scented Candle,5,12.99,64.95,,EBT,In-Store,N,REG-12
TXN-538967,2022-05-05,ST-004,CUST-85066,EMP-8803,Beauty,BE-405,Body Lotion 16oz,4,6.39,25.56,0.2,Mobile Pay,Online,N,REG-7
TXN-786668,21-Oct-2024,ST-012,CUST-21688,EMP-6151,Pharmacy,PH-102,Vitamin D 100ct,4,11.69,46.76,0.1,Debit Card,Online,N,REG-10
TXN-340007,20-Mar-2023,  ST-011,CUST-96827,EMP-2086,Home & Garden,HG-203,Scented Candle,2,12.99,25.98,,Credit Card,In-Store,N,REG-16
TXN-728391,11-Feb-2023,ST-004,CUST-48950,EMP-5378,Automotive,AU-304,Car Phone Mount,2,13.49,-26.98,0.1,Debit Card,In-Store,Y,REG-10
TXN-178249,12/27/2024,ST-009,CUST-87834,EMP-8826,Clothing,CL-405,Winter Jacket,5,89.99,449.95,,Credit Card,In-Store,N,REG-16
TXN-634148,09/05/2023,ST-012 ,CUST-60044,EMP-2945,Beauty,BE-102,Face Moisturizer,1,14.24,14.24,0.05,Check,Online,N,REG-17
TXN-278612,11/06/2023,ST-005,CUST-51855,EMP-7771,Toys,TY-001,LEGO City Set,1,39.99,39.99,0.2,Credit Card,In-Store,N,REG-8
TXN-919502,11-May-2022,ST-001,,EMP-1536,Automotive,AU-102,Car Air Freshener,2,2.79,5.58,0.2,Debit Card,Online,N,REG-16
TXN-243925,03/28/2022,ST-005,CUST-74741,EMP-3485,Furniture,FU-001,Folding Chair,1,34.99,34.99,,Credit Card,In-Store,N,REG-15
TXN-351717,10-09-2022,ST-004,CUST-23789,EMP-3476,Pharmacy,PH-001,Ibuprofen 200ct,1,8.49,8.49,0.15,Cash,Curbside Pickup,N,REG-17
TXN-821722,23-Jun-2024,ST-011,CUST-79471,EMP-8198,Toys,TY-506,  RC Car,4,33.99,135.96,,Credit Card,Online,N,REG-8
TXN-430768,2024-09-04,ST-011,CUST-59635,EMP-9127,Pharmacy,PH-203,Allergy Relief 30ct,2,13.49,26.98,0.1,Debit Card,In-Store,N,REG-5
TXN-314942,2024-07-04,ST-006,CUST-79144,EMP-6438,  Electronics,EL-707,"Tablet 10""",1,230.99,230.99,0.3,Debit Card,In-Store,N,REG-11
TXN-197543,02-29-2024,ST-003,CUST-17361,EMP-6172,Electronics,TV-001,"4K Smart TV 55""",5,424.99,2124.95,0.15,Debit Card,In-Store,N,REG-1
TXN-669874,22-Feb-2023,ST-004,CUST-41755,EMP-2856,Grocery,GR-002,White Bread,2,2.69,5.38,0.1,Mobile Pay,In-Store,N,REG-18
  TXN-206259,12-28-2024,ST-011,CUST-17917,EMP-6003,Furniture,FU-001,Folding Chair,5,24.49,122.45,0.3,Debit Card,In-Store,N,REG-5
TXN-856792,2024-07-27,ST-011,CUST-91509,EMP-4897,Home & Garden,HG-506,Throw Pillow,1,19.99,19.99,,Cash,Curbside Pickup,N,REG-2
TXN-438835,2024-12-25,ST-009,CUST-89107,EMP-1795,Toys,TY-506,RC Car,5,39.99,199.95,,EBT,In-Store,N,REG-10
TXN-320207,07/06/2024,ST-005,CUST-29371,EMP-6446,Furniture,FU-203,Desk Lamp,1,27.99,27.99,,Debit Card,Online,N,REG-12
TXN-500033,07/24/2023,ST-005,,EMP-1448,Electronics,TV-001,"4K Smart TV 55""",4,399.99,1599.96,0.2,Debit Card,In-Store,N,REG-16
TXN-858593,08-21-2022,ST-005,CUST-98060,EMP-3031,Home & Garden,HG-001,Potting Soil 20qt,4,7.64,30.56,0.15,Credit Card,Online,N,REG-18
TXN-834552,2023-02-25,ST-007,CUST-46975,EMP-6577,Electronics,EL-808,Gaming Controller,3,59.99,179.97,,Debit Card,In-Store,N,REG-3
TXN-612711,2024-01-17,ST-009,,EMP-9560,Furniture,FU-405,TV Stand,3,119.99,359.97,,Gift Card,In-Store,N,REG-20
TXN-558381,11-29-2024,ST-008,CUST-70766,EMP-9963,Furniture,FU-304,Storage Ottoman,1,46.74,-46.74,0.15,Debit Card,Curbside Pickup,Y,
TXN-600258,06-09-2024,ST-008,CUST-89022,EMP-5373,Grocery,GR-002,White Bread,4,2.24,8.96,0.25,Mobile Pay,Online,N,
TXN-377695,25-Feb-2024,ST-007,CUST-77069,EMP-2061,Toys,TY-405,Play-Doh 10pk,1,8.39,8.39,0.3,Credit Card,In-Store,N,REG-8
TXN-596619,10-18-2023,ST-007,CUST-14060,EMP-5207,Sports,SP-506,Foam Roller,2,13.99,27.98,0.3,Credit Card,Online,N,REG-3
TXN-911455,01-06-2022,ST-011,CUST-38167,EMP-5466,FURNITURE,FU-405,TV Stand,2,119.99,239.98,,Credit Card,Online,N,REG-12
TXN-355111,12-Jan-2023,ST-011,CUST-79835,EMP-6365,Beauty,BE-203,Mascara,5,8.99,44.95,,Credit Card,In-Store,N,REG-18
TXN-391137,01-15-2023,ST-010,CUST-97906,EMP-2945,Clothing,CL-405,Winter Jacket,1,85.49,85.49,0.05,Credit Card,In-Store,N,REG-1
TXN-868010,06/26/2024,ST-011,CUST-33318,EMP-2116,Home & Garden,HG-102,Garden Hose 50ft,2,28.49,56.98,0.05,Debit Card,Online,N,REG-18
TXN-200308,12/15/2022,ST-007,CUST-41373,EMP-5007,Toys,TY-203,Nerf Gun,1,18.74,18.74,0.25,Cash,In-Store,N,REG-3
TXN-864838,2024-01-23,ST-012,CUST-67146,EMP-7508,Electronics,EL-505,Wireless Charger,2,29.99,59.98,,Debit Card,In-Store,N,REG-12
TXN-786258,2024-09-17,ST-011,CUST-77306,EMP-1502,Toys,TY-506,RC Car,1,35.99,35.99,0.1,Debit Card,In-Store,N,REG-8
TXN-429657,09-Oct-2022,ST-002,CUST-34385,EMP-7340,Sports,SP-304,Resistance Bands,1,9.09,9.09,0.3,Credit Card,In-Store,N,REG-11
TXN-853367,2023-07-19,ST-005,CUST-21395,EMP-7660,Pharmacy,PH-405,Hand Sanitizer 8oz,2,3.19,6.38,0.2,Credit Card,Online,N,REG-17
TXN-830072,06-14-2024,ST-007,,EMP-2142,Sports,SP-102,Dumbbells 20lb pair,2,35.99,71.98,0.2,Mobile Pay,Online,N,REG-2
TXN-639683,14-Jun-2022,ST-002,CUST-44550,EMP-8340,Automotive,AU-102,Car Air Freshener,3.0,2.79,8.37,0.2,Gift Card,Online,N,REG-20
TXN-753323,05-Sep-2023,ST-006,CUST-51150,EMP-1932,Beauty,BE-405,Body Lotion 16oz,1,7.99,7.99,,Credit Card,Curbside Pickup,N,REG-8
TXN-828199,30-Aug-2024,ST-010,CUST-63455,EMP-5737,Pharmacy,PH-405,Hand Sanitizer 8oz,3,3.19,9.57,0.2,Cash,In-Store,N,REG-2
TXN-676661,09-27-2022,ST-005,CUST-26709,EMP-4536,Furniture,FU-405,TV Stand,5,89.99,449.95,0.25,Credit Card,In-Store,N,REG-15
TXN-219962,02-Apr-2023,ST-007,CUST-11442,EMP-2419,Home & Garden,HG-102,Garden Hose 50ft,2,25.49,50.98,0.15,Credit Card,In-Store,N,REG-4
TXN-561903,2023-12-04,ST-002,CUST-48441,EMP-7136,Beauty,BE-506,Razor 4pk,5,11.39,56.95,0.05,Cash,In-Store,N,REG-13
TXN-351981,03/08/2024,ST-006,CUST-41079,EMP-6811,Automotive,AU-405,Jumper Cables,5,20.99,104.95,0.3,Debit Card,Online,N,REG-3
TXN-631022,04/03/2022,ST-005,,EMP-9987,Electronics,TV-001,"4K Smart TV 55""",1,449.99,449.99,0.1,Debit Card,In-Store,N,REG-3
TXN-235753,06/15/2022,ST-010,CUST-76532,EMP-6738,Clothing,CL-607,Dress Socks 6pk,2,6.9900,13.98,0.3,Credit Card,In-Store,N,REG-13
TXN-784246,02/29/2024,ST-007,CUST-56732,EMP-3360,Clothing,CL-708,Baseball Cap,1,10.49,10.49,0.3,EBT,In-Store,N,REG-14
TXN-382792,08/09/2023,ST-001,,,Pharmacy,PH-405,Hand Sanitizer 8oz,5,2.79,13.95,0.3,Debit Card,In-Store,N,REG-10
TXN-697063,2024-01-20,ST-002,CUST-28104,EMP-9486,Clothing,CL-506,Yoga Pants,4,27.99,111.96,,Gift Card,In-Store,N,REG-14
TXN-656806,03/20/2024,ST-011,CUST-21273,EMP-2971,Automotive,AU-102,Car Air Freshener,1,2.44,2.44,0.3,Credit Card,In-Store,N,REG-8
TXN-107125,09-24-2023,ST-005,,EMP-1935,Pharmacy,PH-304,Bandage Assortment,1,$4.79,4.79,0.2,Credit Card,In-Store,N,REG-18
TXN-970018,2023-11-06,ST-007,CUST-17910,EMP-5198,Automotive,AU-001,Motor Oil 5qt,4,22.49,89.96,0.1,Debit Card,In-Store,N,REG-6
TXN-228516,2023-12-29,ST-004,CUST-97690,EMP-8231,Furniture,FU-203,Desk Lamp,4,22.39,89.56,0.2,Mobile Pay,In-Store,N,REG-7
TXN-758854,03/28/2023,ST-005,CUST-87909,EMP-5909,Pharmacy,PH-304,Bandage Assortment,1,4.79,4.79,0.2,EBT,In-Store,N,REG-15
TXN-961375,14-May-2023,ST-009,CUST-62064,EMP-3176,Pharmacy,PH-203,Allergy Relief 30ct,3,10.49,31.47,0.3,Debit Card,In-Store,N,REG-15
TXN-430868,12-31-2022,ST-005,CUST-36112,EMP-5832,Beauty,BE-506,Razor 4pk,1,10.79,10.79,0.1,Credit Card,Online,N,REG-7
TXN-758852,2023-02-17,ST-011,CUST-13591,EMP-4478,Furniture,FU-102,Bookshelf 5-Tier,2,89.99,179.98,,EBT,Online,N,REG-16
TXN-388084,01/12/2023,ST-012,CUST-55542,EMP-5740,Beauty,BE-001,Shampoo 16oz,1,6.99,6.99,,Debit Card,In-Store,N,REG-9
TXN-248492,23-Apr-2024,ST-004,CUST-61502,EMP-4393,Pharmacy,PH-001,Ibuprofen 200ct,2.0,9.99,19.98,,Credit Card,In-Store,N,REG-6
TXN-845793,11/10/2022,ST-005,CUST-84773,EMP-8838,Furniture,FU-001,Folding Chair,2,29.74,59.48,0.15,Debit Card,In-Store,N,REG-10
TXN-671852,12-Dec-2024,ST-003,CUST-98419,EMP-6157,  Home & Garden,HG-506,Throw Pillow,4,13.99,55.96,0.3,Credit Card,In-Store,N,REG-8
TXN-961055,2023-08-11,ST-002,CUST-52774,,Home & Garden,HG-405,Storage Bins 3pk,1,16.99,16.99,,Credit Card,In-Store,N,REG-15
TXN-516131,11-May-2024,ST-009,CUST-50751,EMP-1957,Grocery,GR-009,Frozen Pizza,1,7.99,7.99,,Cash,In-Store,N,REG-15
TXN-639957,25-Sep-2022,ST-005,CUST-90843,EMP-5819,Clothing,CL-203,Kids Hoodie,3,22.99,68.97,,Credit Card,Curbside Pickup,N,REG-5
TXN-717965,08-Jul-2023,ST-003,CUST-19530,EMP-7663,Sports,SP-102,Dumbbells 20lb pair,2,35.99,71.98,0.2,Cash,In-Store,N,REG-5
TXN-831217,2022-05-29,ST-010,CUST-67275,EMP-7173,Clothing,CL-708,Baseball Cap,1,13.49,13.49,0.1,Gift Card,In-Store,N,REG-11
TXN-975664,09-Jul-2022,  ST-009,,EMP-2741,Electronics,EL-707,"Tablet 10""",2,280.49,560.98,0.15,Cash,In-Store,N,REG-6
TXN-699722,03-28-2023,ST-002,CUST-17272,,Automotive,AU-102,Car Air Freshener,2,3.14,6.28,0.1,Cash,Online,N,REG-2
TXN-529661,04-07-2022,ST-002,CUST-27818,EMP-5172,GROCERY,GR-007,Pasta 1lb,2,1.43,2.86,0.2,Cash,Online,N,REG-13
TXN-442219,2024-10-05,ST-005,CUST-80026,,Grocery,GR-011,Butter 1lb,2,4.49,8.98,0.1,Debit Card,In-Store,N,REG-2
TXN-323944,11/26/2023,ST-005,CUST-36612,EMP-6246,Grocery,GR-008,Canned Tomatoes,1,1.29,1.29,,Credit Card,In-Store,N,REG-10
TXN-728635,21-Oct-2023,ST-004,CUST-10268,EMP-1070,Pharmacy,PH-203,Allergy Relief 30ct,1,12.74,12.74,0.15,Credit Card,Curbside Pickup,N,REG-13
TXN-265879,13-Sep-2022,ST-005,CUST-76122,EMP-5056,Grocery,GR-005,Orange Juice 64oz,2,4.49,8.98,,Check,Online,N,REG-5
TXN-592991,2024-07-08,ST-008,CUST-98988,EMP-7870,Clothing,CL-405,Winter Jacket,3,62.99,188.97,0.3,Debit Card,Online,N,REG-16
TXN-694982,2022-11-03,ST-003,CUST-87342,EMP-9304,BEAUTY,BE-102,Face Moisturizer,1,14.99,14.99,,Mobile Pay,Online,N,REG-6
TXN-454808,29-May-2023,ST-003,CUST-17096,EMP-7638,ELECTRONICS,EL-606,Smart Speaker,1,67.49,67.49,0.25,Credit Card,In-Store,N,
TXN-223050,01-24-2024,ST-002,CUST-69468,EMP-9096,Toys,TY-102,Barbie Doll,5,14.99,74.95,,Cash,In-Store,N,
TXN-876622,04/07/2022,ST-002,CUST-58364,,Toys,TY-203,Nerf Gun,2,21.24,42.48,0.15,Credit Card,In-Store,N,REG-5
TXN-729730,27-Jan-2024,ST-006,,,Clothing,CL-001,Men's Jeans,3,24.4900,73.47,0.3,Debit Card,In-Store,N,REG-12
TXN-795772,20-Oct-2024,ST-002,CUST-53711,EMP-5274,Home & Garden,HG-001,Potting Soil 20qt,5,8.99,44.95,,Cash,In-Store,N,REG-14
TXN-658596,08/15/2024,ST-004,CUST-84202,EMP-1981,Furniture,FU-304,Storage Ottoman,5,49.49,247.45,0.1,Mobile Pay,Online,N,REG-6
TXN-615457,06-May-2023,ST-011,CUST-98291,EMP-4414,Electronics,EL-201,iPhone Case,2,18.99,37.98,0.05,Cash,In-Store,N,REG-19
TXN-526856,2024-09-17,  ST-008,CUST-44443,EMP-1851,Clothing,CL-607,Dress Socks 6pk,5,9.99,49.95,,Debit Card,In-Store,N,
TXN-336293,2022-01-06,ST-004,CUST-75888,EMP-2061,Grocery,GR-008,Canned Tomatoes,1,1.03,1.03,0.2,Credit Card,In-Store,N,REG-10
TXN-869139,03-21-2022,st-012,CUST-26651,,TOYS,TY-304,Board Game,1,20.99,-20.99,0.3,Credit Card,In-Store,Y,REG-8
TXN-382400,07/31/2024,ST-002,CUST-96005,EMP-8423,Grocery,GR-001,Organic Whole Milk 1gal,2,4.12,-8.24,0.25,Mobile Pay,In-Store,Y,REG-13
TXN-683202,07/05/2022,ST-001,CUST-91652,EMP-6535,Clothing,CL-001,Men's Jeans,1,26.24,26.24,0.25,Cash,In-Store,N,REG-8
TXN-735577,01/02/2024,ST-003,CUST-74405,EMP-3207,Toys,TY-304,Board Game,5,29.99,149.95,,EBT,In-Store,N,REG-12
TXN-410657,2023-07-13,ST-008,CUST-79707,EMP-3254,Electronics,EL-707,"Tablet 10""",3,280.49,841.47,0.15,Cash,Online,N,REG-5
TXN-195745,12/31/2022,ST-002,CUST-36556,EMP-4947,PHARMACY,PH-001,Ibuprofen 200ct,3,9.99,29.97,,Cash,In-Store,N,REG-11
TXN-103055,2023-05-02,ST-001,CUST-95915,,Beauty,BE-203,Mascara,2,8.99,-17.98,,Debit Card,Online,Y,REG-11
TXN-290000,06/18/2022,ST-010,CUST-91824,EMP-3363,Electronics,EL-606,Smart Speaker,4,85.49,341.96,0.05,Cash,In-Store,N,REG-8
TXN-464375,12-16-2023,ST-006,CUST-14567,EMP-6739,Sports,SP-304,Resistance Bands,2,11.04,22.08,0.15,EBT,In-Store,N,REG-6
TXN-689893,2023-09-28,ST-012,CUST-82370,EMP-5247,Sports,SP-405,Jump Rope,4,6.29,25.16,0.3,Credit Card,Online,N,REG-4
TXN-246294,10-May-2022,ST-006,CUST-24846,EMP-1447,Electronics,EL-606,Smart Speaker,2,76.49,152.98,0.15,Debit Card,In-Store,N,REG-4
TXN-928992,08-Oct-2022,  ST-001,CUST-80300,EMP-5861,Home & Garden,HG-001,Potting Soil 20qt,2,6.29,12.58,0.3,Credit Card,Curbside Pickup,N,REG-9
TXN-281723,06/23/2024,  ST-006,CUST-98811,EMP-6516,Grocery,GR-010,Eggs 12ct,2,2.44,4.88,0.3,Check,In-Store,N,REG-7
TXN-156569,2023-09-13,ST-003,CUST-84738,EMP-9094,Sports,SP-203,Water Bottle 32oz,1.0,12.74,12.74,0.25,Debit Card,Online,N,REG-18
TXN-477214,2023-04-20,ST-009,CUST-46167,EMP-6785,Electronics,EL-808,Gaming Controller,3,59.99,179.97,,Credit Card,In-Store,N,REG-7
TXN-212246,01-Mar-2023,ST-003,CUST-16992,EMP-4202,Automotive,AU-001,Motor Oil 5qt,2,19.99,39.98,0.2,Debit Card,In-Store,N,REG-20
TXN-238375,2023-04-11,ST-001,CUST-38194,EMP-1182,Grocery,GR-005,Orange Juice 64oz,1,3.82,3.82,0.15,EBT,Curbside Pickup,N,REG-19
TXN-947760,03/01/2022,ST-010,CUST-92314,EMP-6077,Electronics,EL-102,  Bluetooth Headphones,2,75.99,151.98,0.05,Cash,Online,N,REG-9
TXN-153974,22-Apr-2023,ST-010,CUST-68442,,  Home & Garden,HG-102,Garden Hose 50ft,1,29.99,29.99,,Gift Card,In-Store,N,REG-15
TXN-368402,10-30-2022,ST-012,CUST-95918,EMP-9095,Sports,SP-203,Water Bottle 32oz,1,16.14,16.14,0.05,Cash,In-Store,N,REG-15
  TXN-793916,2022-08-24,ST-004,CUST-69778,EMP-4260,Home & Garden,HG-001,Potting Soil 20qt,4,6.29,25.16,0.3,Cash,Curbside Pickup,N,REG-17
TXN-400527,22-Mar-2024,ST-012,CUST-32577,EMP-5167,Clothing,CL-102,Women's T-Shirt,2,9.74,19.48,0.25,Debit Card,In-Store,N,REG-11
TXN-299407,01/17/2024,ST-002,CUST-90119,EMP-5910,Sports,SP-304,Resistance Bands,3,12.99,38.97,,Debit Card,In-Store,N,REG-14
TXN-263551,01/18/2022,ST-004,CUST-63367,EMP-4448,Furniture,FU-405,TV Stand,3,101.99,305.97,0.15,Credit Card,In-Store,N,
TXN-289631,06-09-2024,ST-011,CUST-77859,EMP-5171,Electronics,EL-606,Smart Speaker,1,89.99,89.99,,Debit Card,In-Store,N,REG-7
TXN-932903,08/22/2022,ST-004,CUST-93752,EMP-9874,Grocery,GR-009,Frozen Pizza,3,7.99,23.97,,Credit Card,Online,N,REG-16
TXN-601797,01-08-2022,ST-008,CUST-66882,EMP-9420,Toys,TY-001,LEGO City Set,2,44.99,89.98,0.1,Credit Card,Online,N,REG-9
TXN-301882,2022-09-06,ST-005,CUST-27014,EMP-9297,Home & Garden,HG-304,Picture Frame 8x10,5,7.59,37.95,0.05,Credit Card,Online,N,REG-8
TXN-766868,08-25-2023,ST-009,CUST-32578,EMP-3511,Clothing,CL-708,Baseball Cap,3,14.99,44.97,,Cash,Online,N,REG-14
TXN-549969,24-Dec-2024,ST-001,CUST-51676,EMP-1471,Furniture,FU-001,Folding Chair,4,27.99,111.96,0.2,Credit Card,In-Store,N,REG-18
